,MAE (km),RMSE (km),MedAE (km),NRMSE (%),R2,Max Err (km),Mean Err (km)
SGP4,59.58888539651647,105.54285967055952,50.12586479564283,2.1317731449264503,0.9986365652346689,606.4021838430742,238.31646828200613
Hybrid,16.305758248350546,32.5473422570475,13.536955875574272,0.6573969132433884,0.9998703394943409,1700.0304655415864,65.24654352421771
